Round,Pick Number,Overall Pick,Player,Player ID,Team,Position,NFL Team,Position Rank,Eligible Slots,Acquisition Type,Season
6,4,64,Dalton Kincaid,4385690,WAKA,TE,BUF,30.0,"['WR/TE', 'TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",TRADE,2024
6,5,65,Evan Engram,3051876,SELL,TE,DEN,33.0,"['WR/TE', 'TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",DRAFT,2024
6,6,66,Dak Prescott,2577417,DAVE,QB,DAL,32.0,"['QB', 'OP', 'BE', 'IR']",[],2024
6,7,67,Tank Dell,4366031,ED,WR,HOU,51.0,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",TRADE,2024
6,8,68,David Montgomery,4035538,JAY,RB,DET,18.0,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",DRAFT,2024
6,9,69,Rhamondre Stevenson,4569173,HOUSE,RB,NE,28.0,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",TRADE,2024
6,10,70,Keenan Allen,15818,FEDS,WR,CHI,34.0,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",DRAFT,2024
6,11,71,David Njoku,3123076,CRAIG,TE,CLE,11.0,"['WR/TE', 'TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",ADD,2024
6,12,72,Chris Godwin,3116165,PUG,WR,TB,53.0,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",[],2024
7,1,73,Kyler Murray,3917315,PUG,QB,ARI,10.0,"['QB', 'OP', 'BE', 'IR']",DRAFT,2024
7,2,74,Terry McLaurin,3121422,CRAIG,WR,WSH,7.0,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",TRADE,2024
7,3,75,Kyle Pitts,4360248,FEDS,TE,ATL,15.0,"['WR/TE', 'TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",DRAFT,2024
7,4,76,Javonte Williams,4361579,HOUSE,RB,DAL,30.0,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",DRAFT,2024
7,5,77,Tua Tagovailoa,4241479,JAY,QB,MIA,21.0,"['QB', 'OP', 'BE', 'IR']",ADD,2024
7,6,78,George Pickens,4426354,ED,WR,PIT,42.0,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",TRADE,2024
7,7,79,Tony Pollard,3916148,DAVE,RB,TEN,21.0,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",DRAFT,2024
7,8,80,Jaylen Warren,4569987,SELL,RB,PIT,39.0,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",DRAFT,2024
7,9,81,Raheem Mostert,2576414,WAKA,RB,LV,56.0,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",[],2024
7,10,82,Jake Ferguson,4242355,WALL,TE,DAL,25.0,"['WR/TE', 'TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",ADD,2024
7,11,83,Christian Kirk,3895856,BIV,WR,HOU,95.0,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",DRAFT,2024
7,12,84,Austin Ekeler,3068267,HARN,RB,WSH,34.0,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",TRADE,2024
8,1,85,Diontae Johnson,3932905,HARN,WR,BAL,86.0,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",[],2024
8,2,86,Christian Watson,4248528,BIV,WR,GB,76.0,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",DRAFT,2024
8,3,87,Najee Harris,4241457,WALL,RB,LAC,20.0,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",DRAFT,2024
8,4,88,Devin Singletary,4040761,WAKA,RB,NYG,46.0,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",[],2024
8,5,89,Jordan Love,4036378,SELL,QB,GB,17.0,"['QB', 'OP', 'BE', 'IR']",DRAFT,2024
8,6,90,Jayden Daniels,4426348,DAVE,QB,WSH,5.0,"['Rookie', 'QB', 'OP', 'BE', 'IR']",DRAFT,2024
8,7,91,Nick Chubb,3128720,ED,RB,CLE,60.0,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",TRADE,2024
8,8,92,Brian Thomas Jr.,4432773,JAY,WR,JAX,4.0,"['Rookie', 'RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",TRADE,2024
8,9,93,Jerome Ford,4372019,HOUSE,RB,CLE,33.0,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",ADD,2024
8,10,94,Aaron Rodgers,8439,FEDS,QB,,15.0,"['QB', 'OP', 'BE', 'IR']",DRAFT,2024
8,11,95,Jaxon Smith-Njigba,4430878,CRAIG,WR,SEA,9.0,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",DRAFT,2024
8,12,96,Rome Odunze,4431299,PUG,WR,CHI,49.0,"['Rookie', 'RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",TRADE,2024
9,1,97,Ezekiel Elliott,3051392,PUG,RB,,63.0,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",[],2024
9,2,98,Jayden Reed,4362249,CRAIG,WR,GB,29.0,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",DRAFT,2024
9,3,99,Caleb Williams,4431611,FEDS,QB,CHI,16.0,"['Rookie', 'QB', 'OP', 'BE', 'IR']",DRAFT,2024
9,4,100,Dallas Goedert,3121023,HOUSE,TE,PHI,27.0,"['WR/TE', 'TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",DRAFT,2024
9,5,101,Tyjae Spears,4428557,JAY,RB,TEN,42.0,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",TRADE,2024
9,6,102,Courtland Sutton,3128429,ED,WR,DEN,15.0,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",TRADE,2024
9,7,103,Brock Bowers,4432665,DAVE,TE,LV,1.0,"['Rookie', 'WR/TE', 'TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",DRAFT,2024
9,8,104,Ladd McConkey,4612826,SELL,WR,LAC,12.0,"['Rookie', 'RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",DRAFT,2024
9,9,105,Jordan Addison,4429205,WAKA,WR,MIN,21.0,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",TRADE,2024
9,10,106,Keon Coleman,4635008,WALL,WR,BUF,71.0,"['Rookie', 'RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",ADD,2024
9,11,107,Xavier Worthy,4683062,BIV,WR,KC,33.0,"['Rookie', 'RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",TRADE,2024
9,12,108,J.K. Dobbins,4241985,HARN,RB,LAC,24.0,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",TRADE,2024
10,1,109,DeAndre Hopkins,15795,HARN,WR,BAL,48.0,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",TRADE,2024
10,2,110,Zack Moss,4035676,BIV,RB,CIN,52.0,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",DRAFT,2024
10,3,111,Chase Brown,4362238,WALL,RB,CIN,10.0,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",TRADE,2024
10,4,112,Jonathon Brooks,4678008,WAKA,RB,CAR,114.0,"['Rookie', 'RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",TRADE,2024
10,5,113,Chuba Hubbard,4241416,SELL,RB,CAR,14.0,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",DRAFT,2024
10,6,114,Jakobi Meyers,3916433,DAVE,WR,LV,19.0,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",DRAFT,2024
10,7,115,Gus Edwards,3051926,ED,RB,,58.0,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",ADD,2024
10,8,116,Tyrone Tracy Jr.,4360516,JAY,RB,NYG,26.0,"['Rookie', 'RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",ADD,2024
10,9,117,Jets D/ST,-16020,HOUSE,D/ST,NYJ,19.0,"['D/ST', 'BE', 'IR']",ADD,2024
10,10,118,Zach Charbonnet,4426385,FEDS,RB,SEA,25.0,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",DRAFT,2024
10,11,119,Tyler Allgeier,4373626,CRAIG,RB,ATL,43.0,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",TRADE,2024
10,12,120,Jameson Williams,4426388,PUG,WR,DET,22.0,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",TRADE,2024
11,1,121,Justin Tucker,15683,PUG,K,BAL,11.0,"['K', 'BE', 'IR']",ADD,2024
11,2,122,Tyler Lockett,2577327,CRAIG,WR,,66.0,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",DRAFT,2024
11,3,123,Jaleel McLaughlin,4722893,FEDS,RB,DEN,45.0,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",DRAFT,2024
11,4,124,Harrison Butker,3055899,HOUSE,K,KC,27.0,"['K', 'BE', 'IR']",DRAFT,2024
11,5,125,Adam Thielen,16460,JAY,WR,CAR,52.0,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",TRADE,2024
11,6,126,T.J. Hockenson,4036133,ED,TE,MIN,34.0,"['WR/TE', 'TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",TRADE,2024
11,7,127,Browns D/ST,-16005,DAVE,D/ST,CLE,28.0,"['D/ST', 'BE', 'IR']",[],2024
11,8,128,Mike Williams,3045138,SELL,WR,LAC,107.0,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",TRADE,2024
11,9,129,Hollywood Brown,4241372,WAKA,WR,KC,146.0,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",ADD,2024
11,10,130,Jerry Jeudy,4241463,WALL,WR,CLE,12.0,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",TRADE,2024
11,11,131,Blake Corum,4429096,BIV,RB,LAR,80.0,"['Rookie', 'RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",[],2024
11,12,132,Darnell Mooney,4040655,HARN,WR,ATL,31.0,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",DRAFT,2024
12,1,133,Cowboys D/ST,-16006,HARN,D/ST,DAL,12.0,"['D/ST', 'BE', 'IR']",ADD,2024
12,2,134,Brock Purdy,4361741,BIV,QB,SF,13.0,"['QB', 'OP', 'BE', 'IR']",DRAFT,2024
12,3,135,Jared Goff,3046779,WALL,QB,DET,6.0,"['QB', 'OP', 'BE', 'IR']",TRADE,2024
12,4,136,Khalil Shakir,4373678,WAKA,WR,BUF,37.0,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",TRADE,2024
12,5,137,Rico Dowdle,4038815,SELL,RB,CAR,23.0,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",DRAFT,2024
12,6,138,Joshua Palmer,4242433,DAVE,WR,BUF,74.0,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",ADD,2024
12,7,139,Curtis Samuel,3121427,ED,,,,,,2024
12,8,140,Kirk Cousins,14880,JAY,QB,ATL,23.0,"['QB', 'OP', 'BE', 'IR']",ADD,2024
12,9,141,Rashid Shaheed,4032473,HOUSE,WR,NO,92.0,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",[],2024
12,10,142,Adonai Mitchell,4597500,FEDS,,,,,,2024
12,11,143,Gabe Davis,4243537,CRAIG,WR,JAX,111.0,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",ADD,2024
12,12,144,Dalton Schultz,3117256,PUG,TE,HOU,20.0,"['WR/TE', 'TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",ADD,2024
13,1,145,Jordan Mason,4360569,PUG,RB,MIN,41.0,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",[],2024
13,2,146,Ravens D/ST,-16033,CRAIG,D/ST,BAL,10.0,"['D/ST', 'BE', 'IR']",ADD,2024
13,3,147,Brandon Aubrey,3953687,FEDS,K,DAL,1.0,"['K', 'BE', 'IR']",DRAFT,2024
13,4,148,Deshaun Watson,3122840,HOUSE,,,,,,2024
13,5,149,Ja'Lynn Polk,4430637,JAY,,,,,,2024
13,6,150,Jaylen Wright,4682745,ED,RB,MIA,94.0,"['Rookie', 'RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",ADD,2024
13,7,151,Pat Freiermuth,4361411,DAVE,TE,PIT,9.0,"['WR/TE', 'TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",TRADE,2024
13,8,152,Jake Elliott,3050478,SELL,K,PHI,12.0,"['K', 'BE', 'IR']",[],2024
13,9,153,Trevor Lawrence,4360310,WAKA,QB,JAX,27.0,"['QB', 'OP', 'BE', 'IR']",[],2024
13,10,154,Ty Chandler,4242431,WALL,RB,MIN,91.0,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",[],2024
13,11,155,Ka'imi Fairbairn,2971573,BIV,K,HOU,4.0,"['K', 'BE', 'IR']",DRAFT,2024
13,12,156,Taysom Hill,2468609,HARN,TE,NO,29.0,"['WR/TE', 'TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",[],2024
14,1,157,Jake Moody,4372066,HARN,K,SF,22.0,"['K', 'BE', 'IR']",[],2024
14,2,158,Tyler Conklin,3915486,BIV,TE,NYJ,18.0,"['WR/TE', 'TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",[],2024
14,3,159,Bucky Irving,4596448,WALL,RB,TB,13.0,"['Rookie', 'RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",TRADE,2024
14,4,160,Evan McPherson,4360234,WAKA,K,CIN,29.0,"['K', 'BE', 'IR']",[],2024
14,5,161,49ers D/ST,-16025,SELL,D/ST,SF,21.0,"['D/ST', 'BE', 'IR']",DRAFT,2024
14,6,162,Greg Zuerlein,14993,DAVE,K,NYJ,38.0,"['K', 'BE', 'IR']",[],2024
14,7,163,Khalil Herbert,4035886,ED,,,,,,2024
14,8,164,Chiefs D/ST,-16012,JAY,D/ST,KC,17.0,"['D/ST', 'BE', 'IR']",[],2024
14,9,165,Brandin Cooks,16731,HOUSE,WR,DAL,96.0,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",[],2024
14,10,166,Steelers D/ST,-16023,FEDS,D/ST,PIT,5.0,"['D/ST', 'BE', 'IR']",DRAFT,2024
14,11,167,Justin Herbert,4038941,CRAIG,QB,LAC,11.0,"['QB', 'OP', 'BE', 'IR']",ADD,2024
14,12,168,Romeo Doubs,4361432,PUG,WR,GB,56.0,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",DRAFT,2024
15,1,169,Trey Benson,4429275,PUG,RB,ARI,70.0,"['Rookie', 'RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",[],2024
15,2,170,DeMario Douglas,4427095,CRAIG,WR,NE,47.0,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",ADD,2024
15,3,171,Dontayvion Wicks,4428850,FEDS,,,,,,2024
15,4,172,Isaiah Likely,4361050,HOUSE,TE,BAL,16.0,"['WR/TE', 'TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",[],2024
15,5,173,Younghoe Koo,3049899,JAY,K,ATL,21.0,"['K', 'BE', 'IR']",DRAFT,2024
15,6,174,Matthew Stafford,12483,ED,QB,LAR,19.0,"['QB', 'OP', 'BE', 'IR']",ADD,2024
15,7,175,Xavier Legette,4430034,DAVE,WR,CAR,60.0,"['Rookie', 'RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",ADD,2024
15,8,176,Baker Mayfield,3052587,SELL,QB,TB,4.0,"['QB', 'OP', 'BE', 'IR']",DRAFT,2024
15,9,177,Bills D/ST,-16002,WAKA,D/ST,BUF,7.0,"['D/ST', 'BE', 'IR']",ADD,2024
15,10,178,Cole Kmet,4258595,WALL,TE,CHI,19.0,"['WR/TE', 'TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",DRAFT,2024
15,11,179,Bengals D/ST,-16004,BIV,D/ST,CIN,14.0,"['D/ST', 'BE', 'IR']",[],2024
15,12,180,Demarcus Robinson,3043116,HARN,WR,SF,62.0,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",[],2024
16,1,181,Antonio Gibson,4360294,HARN,RB,NE,44.0,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",[],2024
16,2,182,Rashod Bateman,4360939,BIV,WR,BAL,40.0,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",DRAFT,2024
16,3,183,Falcons D/ST,-16001,WALL,D/ST,ATL,19.0,"['D/ST', 'BE', 'IR']",ADD,2024
16,4,184,Josh Downs,4688813,WAKA,WR,IND,35.0,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",ADD,2024
16,5,185,Noah Fant,4036131,SELL,,,,,,2024
16,6,186,Michael Wilson,4360761,DAVE,,,,,,2024
16,7,187,Vikings D/ST,-16016,ED,D/ST,MIN,2.0,"['D/ST', 'BE', 'IR']",ADD,2024
16,8,188,Alexander Mattison,4048244,JAY,RB,MIA,32.0,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",TRADE,2024
16,9,189,Miles Sanders,4045163,HOUSE,,,,,,2024
16,10,190,Bears D/ST,-16003,FEDS,D/ST,CHI,14.0,"['D/ST', 'BE', 'IR']",[],2024
16,11,191,Jake Bates,4689936,CRAIG,K,DET,7.0,"['K', 'BE', 'IR']",ADD,2024
16,12,192,Keaton Mitchell,4596334,PUG,,,,,,2024
17,1,193,Seahawks D/ST,-16026,PUG,D/ST,SEA,8.0,"['D/ST', 'BE', 'IR']",ADD,2024
17,2,194,DJ Chark Jr.,3115394,CRAIG,,,,,,2024
17,3,195,Chig Okonkwo,4360635,FEDS,TE,TEN,21.0,"['WR/TE', 'TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",ADD,2024
17,4,196,Tank Bigsby,4429013,HOUSE,RB,JAX,36.0,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",ADD,2024
17,5,197,Luke Musgrave,4428085,JAY,,,,,,2024
17,6,198,Cameron Dicker,4362081,ED,K,LAC,3.0,"['K', 'BE', 'IR']",ADD,2024
17,7,199,Jalin Hyatt,4692590,DAVE,,,,,,2024
17,8,200,Kendre Miller,4599739,SELL,RB,NO,89.0,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",DRAFT,2024
17,9,201,Braelon Allen,4685247,WAKA,RB,NYJ,51.0,"['Rookie', 'RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",[],2024
17,10,202,Dustin Hopkins,15965,WALL,,,,,,2024
17,11,203,Ray Davis,4429501,BIV,RB,BUF,40.0,"['Rookie', 'RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",[],2024
17,12,204,Kimani Vidal,4430968,HARN,RB,LAC,82.0,"['Rookie', 'RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",[],2024
